CoC Number,CoC Name,Year,Attribute Name,Value,Year - Text
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),29,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),21,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,36,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Total Homeless,390,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,99,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),8,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Homeless Veterans,54,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless Individuals,77,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),20,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),12,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless People in Families,3,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,200,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,69,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),9,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,44,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Homeless Individuals,299,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless,269,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,41,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,22,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,3,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,1,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,1,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Children of Parenting Youth,1,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Homeless People in Families,91,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,39,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,1,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth (Under 25),1,2015
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,148,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,90,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),8,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,43,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),6,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,22,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),3,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),61,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),58,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,48,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Total Homeless,904,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,145,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),3,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,123,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,85,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),55,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),52,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,5,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,471,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,285,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),6,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,42,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,616,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,756,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,42,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,3,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,8,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,9,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,5,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,9,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,288,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,101,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,8,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),8,2015
NC-507,Raleigh/Wake County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless,37,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless,64,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),3,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,40,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),1,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,3,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),14,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),39,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),25,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,42,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Total Homeless,281,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,33,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),14,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Homeless Veterans,23,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless Individuals,58,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),38,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),24,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless People in Families,6,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,182,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,62,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),1,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,22,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Homeless Individuals,215,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless,244,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,18,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,4,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,4,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,3,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,3,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,2,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Children of Parenting Youth,3,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Homeless People in Families,66,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,20,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,3,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth (Under 25),3,2015
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,366,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,2,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,131,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),2,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,4,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),40,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,44,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),45,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),45,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,4,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,2,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Total Homeless,593,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,356,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,58,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,123,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),5,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),5,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,8,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,91,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,136,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),40,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,127,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,447,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,227,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,119,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,10,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,8,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,1,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,1,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,146,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,14,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,0,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),2,2015
NC-511,Fayetteville/Cumberland County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,20,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,25,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,12,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,1,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,12,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Total Homeless,129,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,20,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,12,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,25,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,81,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,28,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,13,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,101,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,109,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,13,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,28,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,11,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),0,2015
NC-513,Chapel Hill/Orange County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,639,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Chronically Homeless,25,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),2,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,5,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),18,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,9,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),0,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),23,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),23,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,5,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Total Homeless,755,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,147,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Homeless Veterans,12,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,25,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),5,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),5,2015
NC-516,Northwest North Carolina CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,0,2015
